order_id,timestamp,hour,am_pm,ticket_id,unit_price,product_count,total_sale,tvm,tvm_name,tvm_station_sort,tvm_station,tvm_sort_name,payment_type,cc_last_4,faregate_name,gate_station,scan_time,faregate,ridership,date
910,2025-10-28 15:53:40,15,PM,2025411190,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,Cash,0, FG42001,184th/EUREKA,2025-10-28 15:54:55,U20150648,1,2025-10-28
911,2025-10-28 15:54:41,15,PM,2025381289,2.25,1,2.25,F0115368,TVM89002,TVM89,168th/RICHMOND,TVM89-168th/RICHMOND,Cash,0, FG93002,168th/RICHMOND,2025-10-28 15:56:27,U20150635,1,2025-10-28
912,2025-10-28 15:58:36,15,PM,2025628311,2.25,1,2.25,F0115370,TVM42001,TVM42,136th/HOWARD,TVM42-136th/HOWARD,Cash,0, FG48001,136th/HOWARD,2025-10-28 15:59:26,U20150651,1,2025-10-28
913,2025-10-28 15:58:44,15,PM,2025623557,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-28 15:59:43,U20150636,1,2025-10-28
914,2025-10-28 15:58:14,15,PM,2025850932,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-28 15:59:23,U20150636,1,2025-10-28
915,2025-10-28 16:08:44,16,PM,2025252624,2.25,1,2.25,F0115356,TVM90002,TVM90,184th/EUREKA,TVM90-184th/EUREKA,Cash,0, FG42001,184th/EUREKA,2025-10-28 16:10:14,U20150648,1,2025-10-28
916,2025-10-28 16:09:51,16,PM,2025616444,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
917,2025-10-28 16:10:01,16,PM,2025819690,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-28 16:11:20,U20150646,1,2025-10-28
918,2025-10-28 16:10:50,16,PM,2025785241,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG51002,244th,2025-10-28 16:16:10,U20150630,1,2025-10-28
919,2025-10-28 16:13:04,16,PM,2025260040,2.25,1,2.25,F0115361,TVM91002,TVM91,MARLIN,TVM91-MARLIN,Cash,0, FG95002,MARLIN,2025-10-28 16:13:35,U20150631,1,2025-10-28
920,2025-10-28 16:14:10,16,PM,2025713637,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG44001,244th,2025-10-28 16:15:40,U20150644,1,2025-10-28
921,2025-10-28 16:17:28,16,PM,2025030441,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG44001,244th,2025-10-28 16:18:13,U20150644,1,2025-10-28
922,2025-10-28 16:21:25,16,PM,2025185018,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG41001,152th/CORAL REEF,2025-10-28 16:22:30,U20150650,1,2025-10-28
923,2025-10-28 16:24:40,16,PM,2025127990,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,MASTERCARD,7351, FG44001,244th,2025-10-28 16:25:32,U20150644,1,2025-10-28
924,2025-10-28 16:29:32,16,PM,2025327464,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,Cash,0, FG49002,184th/EUREKA,2025-10-28 16:32:47,U20150634,1,2025-10-28
925,2025-10-28 16:31:29,16,PM,2025180777,2.25,1,2.25,F0115356,TVM90002,TVM90,184th/EUREKA,TVM90-184th/EUREKA,Visa,1148, FG49002,184th/EUREKA,2025-10-28 16:32:20,U20150634,1,2025-10-28
926,2025-10-28 16:31:44,16,PM,2025934913,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,Cash,0, FG41001,152th/CORAL REEF,2025-10-28 16:32:28,U20150650,1,2025-10-28
927,2025-10-28 16:35:35,16,PM,2025058979,2.25,1,2.25,F0115372,TVM86002,TVM86,104TH,TVM86-104TH,Cash,0, FG47002,104TH,2025-10-28 16:36:18,U20150638,1,2025-10-28
928,2025-10-28 16:42:10,16,PM,2025841523,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
929,2025-10-28 16:43:55,16,PM,2025009371,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,MASTERCARD,7351,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
930,2025-10-28 16:46:35,16,PM,2025958019,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-28 16:47:03,U20150632,1,2025-10-28
931,2025-10-28 16:49:04,16,PM,2025452484,2.25,1,2.25,F0115356,TVM90002,TVM90,184th/EUREKA,TVM90-184th/EUREKA,Visa,4087, FG49002,184th/EUREKA,2025-10-28 16:50:17,U20150634,1,2025-10-28
932,2025-10-28 16:52:04,16,PM,2025585049,2.25,1,2.25,F0115372,TVM86002,TVM86,104TH,TVM86-104TH,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
933,2025-10-28 16:52:27,16,PM,2025276367,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Visa,3011, FG40001,104TH,2025-10-28 16:53:27,U20150652,1,2025-10-28
934,2025-10-28 16:52:36,16,PM,2025709002,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-28 16:55:00,U20150636,1,2025-10-28
935,2025-10-28 16:54:04,16,PM,2025545194,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,Cash,0, FG41001,152th/CORAL REEF,2025-10-28 16:54:57,U20150650,1,2025-10-28
936,2025-10-28 17:06:53,17,PM,2025186566,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG92002,136th/HOWARD,2025-10-28 17:07:28,U20150637,1,2025-10-28
937,2025-10-28 17:09:38,17,PM,2025443566,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG92002,136th/HOWARD,2025-10-28 17:10:47,U20150637,1,2025-10-28
938,2025-10-28 17:15:36,17,PM,2025021284,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG92002,136th/HOWARD,2025-10-28 17:17:42,U20150637,1,2025-10-28
939,2025-10-28 17:16:59,17,PM,2025178830,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG92002,136th/HOWARD,2025-10-28 17:17:27,U20150637,1,2025-10-28
940,2025-10-28 17:22:16,17,PM,2025390983,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-28 17:23:08,U20150641,1,2025-10-28
941,2025-10-28 17:23:48,17,PM,2025102387,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,Cash,0, FG97002,312th/CAMPBELL,2025-10-28 17:24:40,U20150627,1,2025-10-28
942,2025-10-28 17:27:19,17,PM,2025023301,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-28 17:28:14,U20150646,1,2025-10-28
943,2025-10-28 17:26:41,17,PM,2025137967,2.25,1,2.25,F0115343,TVM96002,TVM96,296th/AVACADO,TVM96-296th/AVACADO,Cash,0, FG52002,296th/AVACADO,2025-10-28 17:29:06,U20150628,1,2025-10-28
944,2025-10-28 17:34:03,17,PM,2025296296,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,MASTERCARD,2970, FG42001,184th/EUREKA,2025-10-28 17:34:44,U20150648,1,2025-10-28
945,2025-10-28 17:36:07,17,PM,2025712174,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,MASTERCARD,1470, FG42001,184th/EUREKA,2025-10-28 17:37:16,U20150648,1,2025-10-28
946,2025-10-28 17:41:48,17,PM,2025448418,2.25,1,2.25,F0115349,TVM46001,TVM46,MARLIN,TVM46-MARLIN,Cash,0, FG51001,MARLIN,2025-10-28 17:42:25,U20150645,1,2025-10-28
947,2025-10-28 17:43:24,17,PM,2025672401,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG46001,CIVIC,2025-10-28 17:46:26,U20150640,1,2025-10-28
948,2025-10-28 17:46:04,17,PM,2025393749,2.25,1,2.25,F0115361,TVM91002,TVM91,MARLIN,TVM91-MARLIN,Cash,0, FG95002,MARLIN,2025-10-28 17:47:32,U20150631,1,2025-10-28
949,2025-10-28 17:51:06,17,PM,2025548566,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG47002,104TH,2025-10-28 17:52:14,U20150638,1,2025-10-28
950,2025-10-28 18:04:31,18,PM,2025774165,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-28 18:06:21,U20150632,1,2025-10-28
951,2025-10-28 18:05:29,18,PM,2025744309,2.25,1,2.25,F0115347,TVM98002,TVM98,CIVIC,TVM98-CIVIC,Visa,247, FG53002,CIVIC,2025-10-28 18:07:52,U20150626,1,2025-10-28
952,2025-10-28 18:32:25,18,PM,2025104312,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,Cash,0, FG97002,312th/CAMPBELL,2025-10-28 18:33:19,U20150627,1,2025-10-28
953,2025-10-28 19:00:31,19,PM,2025114492,2.25,1,2.25,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
954,2025-10-28 19:05:26,19,PM,2025720063,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,Visa,8041,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-28
955,2025-10-28 20:10:35,20,PM,2025205658,2.25,1,2.25,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,Cash,0, FG96002,264th/BAUER,2025-10-28 20:11:51,U20150629,1,2025-10-28
956,2025-10-28 20:36:45,20,PM,2025840836,2.25,2,4.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-28 20:38:47,U20150633,1,2025-10-28
956,2025-10-28 20:36:45,20,PM,2025923423,2.25,2,4.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG50001,200th/CARIBBEAN,2025-10-28 20:39:36,U20150647,1,2025-10-28
957,2025-10-28 21:08:35,21,PM,2025782936,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-28 21:11:02,U20150641,1,2025-10-28
958,2025-10-28 21:17:16,21,PM,2025734253,2.25,1,2.25,F0115372,TVM86002,TVM86,104TH,TVM86-104TH,Visa,3898, FG47002,104TH,2025-10-28 21:18:30,U20150638,1,2025-10-28
959,2025-10-28 22:04:56,22,PM,2025759641,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG44001,244th,2025-10-28 22:06:16,U20150644,1,2025-10-28
960,2025-10-29 00:06:33,0,AM,2025340025,2.25,1,2.25,F0115349,TVM46001,TVM46,MARLIN,TVM46-MARLIN,Cash,0, FG95002,MARLIN,2025-10-29 00:08:10,U20150631,1,2025-10-29
961,2025-10-29 04:28:27,4,AM,2025121292,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
962,2025-10-29 04:51:05,4,AM,2025972314,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG92002,136th/HOWARD,2025-10-29 04:51:59,U20150637,1,2025-10-29
963,2025-10-29 04:54:21,4,AM,2025123913,2.25,3,6.75,F0115357,TVM54002,TVM54,177th/KROME,TVM54-177th/KROME,Visa,676,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
963,2025-10-29 04:54:21,4,AM,2025406912,2.25,3,6.75,F0115357,TVM54002,TVM54,177th/KROME,TVM54-177th/KROME,Visa,676,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
963,2025-10-29 04:54:21,4,AM,2025996150,2.25,3,6.75,F0115357,TVM54002,TVM54,177th/KROME,TVM54-177th/KROME,Visa,676,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
964,2025-10-29 04:59:20,4,AM,2025344816,2.25,2,4.5,F0115343,TVM96002,TVM96,296th/AVACADO,TVM96-296th/AVACADO,Visa,7780, FG52002,296th/AVACADO,2025-10-29 05:00:04,U20150628,1,2025-10-29
964,2025-10-29 04:59:20,4,AM,2025561443,2.25,2,4.5,F0115343,TVM96002,TVM96,296th/AVACADO,TVM96-296th/AVACADO,Visa,7780,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
965,2025-10-29 05:00:11,5,AM,2025597970,2.25,1,2.25,F0115349,TVM46001,TVM46,MARLIN,TVM46-MARLIN,Cash,0, FG51001,MARLIN,2025-10-29 05:00:44,U20150645,1,2025-10-29
966,2025-10-29 05:03:04,5,AM,2025795877,2.25,1,2.25,F0115360,TVM54001,TVM54,177th/KROME,TVM54-177th/KROME,Visa,1911, FG54001,177th/KROME,2025-10-29 05:03:58,U20150639,1,2025-10-29
967,2025-10-29 05:04:24,5,AM,2025162948,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-29 05:06:02,U20150641,1,2025-10-29
968,2025-10-29 05:17:56,5,AM,2025964993,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,6418, FG50001,200th/CARIBBEAN,2025-10-29 05:19:29,U20150647,1,2025-10-29
969,2025-10-29 05:20:38,5,AM,2025797920,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,MASTERCARD,1196, FG41001,152th/CORAL REEF,2025-10-29 05:21:48,U20150650,1,2025-10-29
970,2025-10-29 05:29:10,5,AM,2025465944,2.25,1,2.25,F0115345,TVM94002,TVM94,244th,TVM94-244th,Cash,0, FG51002,244th,2025-10-29 05:29:50,U20150630,1,2025-10-29
971,2025-10-29 05:28:50,5,AM,2025872912,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,6319, FG44001,244th,2025-10-29 05:30:07,U20150644,1,2025-10-29
972,2025-10-29 05:28:04,5,AM,2025685325,2.25,1,2.25,F0115343,TVM96002,TVM96,296th/AVACADO,TVM96-296th/AVACADO,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
973,2025-10-29 05:34:22,5,AM,2025917011,2.25,1,2.25,F0115347,TVM98002,TVM98,CIVIC,TVM98-CIVIC,Visa,1148, FG53002,CIVIC,2025-10-29 05:36:35,U20150626,1,2025-10-29
974,2025-10-29 05:35:18,5,AM,2025423416,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG53002,CIVIC,2025-10-29 05:36:30,U20150626,1,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025424307,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025424783,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025458144,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025474950,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025549013,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
975,2025-10-29 05:36:08,5,AM,2025796823,2.25,6,13.5,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,9735,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
976,2025-10-29 05:38:37,5,AM,2025211453,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG46001,CIVIC,2025-10-29 05:40:00,U20150640,1,2025-10-29
977,2025-10-29 05:43:55,5,AM,2025317197,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,3408, FG94002,200th/CARIBBEAN,2025-10-29 05:45:20,U20150633,1,2025-10-29
978,2025-10-29 05:45:38,5,AM,2025683386,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Visa,7429, FG43001,112th/ALLAPATTAH,2025-10-29 05:46:17,U20150646,1,2025-10-29
979,2025-10-29 05:46:07,5,AM,2025572264,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Visa,1008, FG50001,200th/CARIBBEAN,2025-10-29 05:46:51,U20150647,1,2025-10-29
980,2025-10-29 05:47:47,5,AM,2025254524,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG46001,CIVIC,2025-10-29 05:48:47,U20150640,1,2025-10-29
981,2025-10-29 05:56:27,5,AM,2025647540,2.25,1,2.25,F0115347,TVM98002,TVM98,CIVIC,TVM98-CIVIC,Cash,0, FG53002,CIVIC,2025-10-29 05:57:07,U20150626,1,2025-10-29
982,2025-10-29 05:57:32,5,AM,2025632399,2.25,1,2.25,F0115355,TVM92002,TVM92,200th/CARIBBEAN,TVM92-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-29 05:57:45,U20150633,1,2025-10-29
983,2025-10-29 06:04:43,6,AM,2025397783,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-29 06:05:24,U20150646,1,2025-10-29
984,2025-10-29 06:06:23,6,AM,2025771088,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Visa,7182, FG92002,136th/HOWARD,2025-10-29 06:07:22,U20150637,1,2025-10-29
985,2025-10-29 06:10:21,6,AM,2025766787,2.25,1,2.25,F0115368,TVM89002,TVM89,168th/RICHMOND,TVM89-168th/RICHMOND,Cash,0, FG93002,168th/RICHMOND,2025-10-29 06:10:48,U20150635,1,2025-10-29
986,2025-10-29 06:14:15,6,AM,2025172000,2.25,1,2.25,F0115347,TVM98002,TVM98,CIVIC,TVM98-CIVIC,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
987,2025-10-29 06:15:29,6,AM,2025795342,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG46001,CIVIC,2025-10-29 06:15:53,U20150640,1,2025-10-29
988,2025-10-29 06:18:06,6,AM,2025313660,2.25,1,2.25,F0115345,TVM94002,TVM94,244th,TVM94-244th,Cash,0, FG51002,244th,2025-10-29 06:18:37,U20150630,1,2025-10-29
989,2025-10-29 06:21:50,6,AM,2025171381,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0, FG46001,CIVIC,2025-10-29 06:22:17,U20150640,1,2025-10-29
990,2025-10-29 06:21:45,6,AM,2025636216,2.25,1,2.25,F0115357,TVM54002,TVM54,177th/KROME,TVM54-177th/KROME,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
991,2025-10-29 06:23:45,6,AM,2025824198,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-29 06:24:38,U20150646,1,2025-10-29
992,2025-10-29 06:25:12,6,AM,2025727188,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0, FG48001,136th/HOWARD,2025-10-29 06:27:25,U20150651,1,2025-10-29
993,2025-10-29 06:30:13,6,AM,2025963381,2.25,1,2.25,F0115355,TVM92002,TVM92,200th/CARIBBEAN,TVM92-200th/CARIBBEAN,Cash,0, FG50001,200th/CARIBBEAN,2025-10-29 06:30:15,U20150647,1,2025-10-29
994,2025-10-29 06:33:15,6,AM,2025434460,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-29 06:33:57,U20150636,1,2025-10-29
995,2025-10-29 06:36:50,6,AM,2025731944,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,Visa,2827,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
996,2025-10-29 06:38:20,6,AM,2025571934,2.25,1,2.25,F0115349,TVM46001,TVM46,MARLIN,TVM46-MARLIN,Visa,887, FG51001,MARLIN,2025-10-29 06:40:06,U20150645,1,2025-10-29
997,2025-10-29 06:41:27,6,AM,2025022046,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
998,2025-10-29 06:45:11,6,AM,2025893733,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-29 06:45:40,U20150641,1,2025-10-29
999,2025-10-29 06:49:46,6,AM,2025663008,2.25,1,2.25,F0115344,TVM44001,TVM44,168th/RICHMOND,TVM44-168th/RICHMOND,Visa,369, FG49001,168th/RICHMOND,2025-10-29 06:50:22,U20150649,1,2025-10-29
1000,2025-10-29 06:52:02,6,AM,2025811388,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Visa,4371, FG46001,CIVIC,2025-10-29 06:52:53,U20150640,1,2025-10-29
1001,2025-10-29 06:52:52,6,AM,2025457898,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,Cash,0, FG96002,264th/BAUER,2025-10-29 06:53:22,U20150629,1,2025-10-29
1002,2025-10-29 06:54:43,6,AM,2025339380,2.25,1,2.25,F0115345,TVM94002,TVM94,244th,TVM94-244th,Cash,0, FG51002,244th,2025-10-29 06:55:37,U20150630,1,2025-10-29
1003,2025-10-29 06:55:13,6,AM,2025417500,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-29 06:55:46,U20150641,1,2025-10-29
1004,2025-10-29 06:55:26,6,AM,2025706989,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,Cash,0, FG97002,312th/CAMPBELL,2025-10-29 06:56:04,U20150627,1,2025-10-29
1005,2025-10-29 06:57:19,6,AM,2025560653,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Visa,4194, FG97002,312th/CAMPBELL,2025-10-29 06:59:58,U20150627,1,2025-10-29
1006,2025-10-29 06:58:49,6,AM,2025845703,2.25,1,2.25,F0115361,TVM91002,TVM91,MARLIN,TVM91-MARLIN,MASTERCARD,5532, FG95002,MARLIN,2025-10-29 06:59:35,U20150631,1,2025-10-29
1007,2025-10-29 06:58:31,6,AM,2025057382,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Visa,4194, FG97002,312th/CAMPBELL,2025-10-29 07:00:05,U20150627,1,2025-10-29
1008,2025-10-29 07:00:52,7,AM,2025629133,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,Cash,0, FG53001,312th/CAMPBELL,2025-10-29 07:01:53,U20150641,1,2025-10-29
1009,2025-10-29 07:00:45,7,AM,2025521566,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-29 07:02:07,U20150646,1,2025-10-29
1010,2025-10-29 07:01:42,7,AM,2025266610,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-29 07:02:32,U20150636,1,2025-10-29
1011,2025-10-29 07:08:13,7,AM,2025623569,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,MASTERCARD,3082, FG48002,152th/CORAL REEF,2025-10-29 07:08:50,U20150636,1,2025-10-29
1012,2025-10-29 07:08:59,7,AM,2025320680,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-29 07:10:04,U20150636,1,2025-10-29
1013,2025-10-29 07:11:27,7,AM,2025528111,2.25,1,2.25,F0115345,TVM94002,TVM94,244th,TVM94-244th,Cash,0, FG51002,244th,2025-10-29 07:12:06,U20150630,1,2025-10-29
1014,2025-10-29 07:11:21,7,AM,2025389454,2.25,2,4.5,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,MASTERCARD,9656, FG96002,264th/BAUER,2025-10-29 07:12:23,U20150629,1,2025-10-29
1014,2025-10-29 07:11:21,7,AM,2025986431,2.25,2,4.5,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,MASTERCARD,9656,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-29
